unique_id,s3_bucket,s3_key,s3_version
fa251cba-6208-4708-bf29-10bbe02a3eca,project1-08-singap-s3,pictures/d0ab1f3a-6c8b-4d29-af2f-337385f0189e.jpg,
09ba7103-611c-43f2-9804-19ee8927392a,project1-08-singap-s3,pictures/d217ccfc-ba97-4bce-9cd6-d589ba3054eb.jpg,
7586ce17-5aac-4a79-a9cc-bd26e5372b40,project1-08-singap-s3,pictures/71856f2a-a851-4bfb-aec0-9d9d68baefbd.jpg,
363bcc79-74d9-4e06-a2ca-5e1eb8ecc525,project1-08-singap-s3,pictures/018cb19f-e6ac-4b08-b919-f49b42567d67.jpg,
369bbf80-e0c4-4621-8e7e-01101a5c22af,project1-08-singap-s3,pictures/41b2adb9-3b60-412a-87f8-f1922fd7085f.jpg,
efd1d682-bb7d-49bf-a587-7af166ccb5de,project1-08-singap-s3,pictures/40f962be-684d-48cc-a82e-929f35bee139.jpg,
560f7ca1-594c-425a-96f0-bb354dced1b9,project1-08-singap-s3,pictures/59429d8e-4ad4-4cfa-b81e-c07be308e512.jpg,
cd4c7306-14dc-4dfe-98bf-3465eb98297b,project1-08-singap-s3,pictures/d9d35488-477b-433b-b6e3-b8c6b6fd0c8d.jpg,
5324c9df-e99a-4952-af91-f2cb6c932ad3,project1-08-singap-s3,pictures/f928f2bf-edd3-4102-b333-4ba19819cabf.jpg,
0f7b1350-05b6-4df8-8210-bb9966ea8412,project1-08-singap-s3,pictures/86369a6e-fdbf-4367-9947-4ef0ad51695b.jpg,
c9857fae-006c-4990-adc6-58e309c503c1,project1-08-singap-s3,pictures/a1030e51-1ee2-4b56-9ae4-6ec10f1f469e.jpg,
99cfaed7-fcb8-48c1-9a4c-99a8e90713e0,project1-08-singap-s3,pictures/55abf622-53aa-4331-b2dc-2e6f0bc01259.jpg,
4b487d9a-e3f1-4157-8919-a037480549d3,project1-08-singap-s3,pictures/a8f72be9-8301-48c8-9fe9-5bce9d095f3d.jpg,
674c9a08-7250-4db3-9811-f6009e10372e,project1-08-singap-s3,pictures/ee07146d-6b47-4df3-b557-fb8c2515998c.heic,
c71f88f7-0add-460d-b415-bf6d07037e7f,project1-08-singap-s3,pictures/c2b1b084-41ae-4ecc-b605-2a1befd9012e.jpg,
2c0ba8ca-5d33-4c66-8d54-f915649ab9e3,project1-08-singap-s3,pictures/22a92ca6-d05b-4623-ab4c-26f4a98148a0.jpg,
66df8ec4-1fa9-42e9-9eae-c7573a102d15,project1-08-singap-s3,pictures/baf27d30-6d21-4ada-9ac8-5ef887cbe642.jpg,
2fa5adf9-541c-405e-a28c-92632e5c7bfb,project1-08-singap-s3,pictures/74a0131e-9534-4395-9196-83ca2799dcba.jpg,
ba29daad-5008-4e95-aecf-00798efa6fbf,project1-08-singap-s3,pictures/81696346-2d7b-4f39-852a-3b1d422cbb77.jpg,
4cb8424b-15f7-4a47-94c1-d4f0778a8c1d,project1-08-singap-s3,pictures/71f1872b-90d2-431b-ba3b-0f9ad2fb1fd2.jpg,
a9290cf3-771a-47e0-a19e-5375276112b4,project1-08-singap-s3,pictures/b5b66597-5930-4d8a-867e-9eff0219ea5d.jpg,
a046d5f8-aa99-4e65-8e77-3679e512fd6f,project1-08-singap-s3,pictures/5286b964-363e-4b73-b945-1e42ffd1e9c7.jpg,
c6092461-e18c-4af2-b33f-830fa6de29f8,project1-08-singap-s3,pictures/6d8de626-2b89-4f41-a645-ffef84f247d8.jpg,
8441db0e-8916-4075-84ac-1d9b56b5e428,project1-08-singap-s3,pictures/b36ff65d-89fc-4822-956d-b9c3772242b6.heic,
61526365-a00a-4cf8-8910-c8442d55fa8a,project1-08-singap-s3,pictures/814cab5a-d596-4cef-b54c-c885a56e2600.heic,
d22d6dbc-1c6d-4459-a304-d49981a9f538,project1-08-singap-s3,pictures/6ae139f3-597c-4d29-b227-bfa5f7f5c237.heic,
7b53e21b-6d18-4f1e-bd66-3e311941aef0,project1-08-singap-s3,pictures/8cb2be36-24bb-4c35-9165-a665776fc8c2.jpg,
