unique_id,tag
60c49501-0b49-4e85-a274-6ee527c4a49c,포장
60c49501-0b49-4e85-a274-6ee527c4a49c,떡
ea8e7f8a-f53d-4d82-a917-628afb7c1b30,떡
6edafe97-a510-4617-a55b-d28f4185dabd,주방도구
6edafe97-a510-4617-a55b-d28f4185dabd,떡
8f7cbc56-4378-41e7-8fdd-d0a5b3ed547a,떡
8f7cbc56-4378-41e7-8fdd-d0a5b3ed547a,디저트
8f7cbc56-4378-41e7-8fdd-d0a5b3ed547a,과자
79ba0b36-f07c-4eb1-b4db-a6c56c700208,과자
79ba0b36-f07c-4eb1-b4db-a6c56c700208,디저트
79ba0b36-f07c-4eb1-b4db-a6c56c700208,빵
7d5e67ef-9ef2-45d0-bd51-413141a9109c,포장
7d5e67ef-9ef2-45d0-bd51-413141a9109c,과자
757f6548-dc6e-4fc3-8112-91306906ff24,포장
